"","sector","sector_id","year","LP","K","NET","LH","KperLH","NETperLH","dLP","dK","dNET","dKperLH","dNETperLH"
"金融・保険業-1996","金融・保険業",23,"1996",6679.901459,2656.9,1141.488268,359436.44,7391.84930720992,3175.77223945352,0.0510619981626856,0.0917409614302738,0.0347948774773563,0.124116327481081,0.0671702435281629
"金融・保険業-1997","金融・保険業",23,"1997",7011.867814,2857.4,1192.722018,348463.5,8199.99799118129,3422.80330077612,0.0485008796906516,0.0727520908115791,0.0439051958375005,0.103755961090091,0.0749090661160157
"金融・保険業-1998","金融・保険業",23,"1998",6656.147058,3170,1254.651409,350424.95,9046.15952716837,3580.37122927463,-0.0520633181583747,0.103819467440269,0.0506196671801957,0.0982063967138149,0.0450065964537387
"金融・保険業-1999","金融・保険業",23,"1999",6855.325996,3361.7,1308.674944,333479.4,10080.682644865,3924.30520146072,0.0294850705027763,0.0587152105161248,0.0421573599310738,0.108280677048906,0.0917228264638563
"金融・保険業-2000","金融・保険業",23,"2000",7125.916039,3532.7,1359.252584,321053.46,11003.4634107354,4233.72663231849,0.0387124169397985,0.0496156526952216,0.0379198459115653,0.0875890957081662,0.0758932889245099
"金融・保険業-2001","金融・保険業",23,"2001",7281.218139,3937.2,1431.235909,306819.54,12832.2987512464,4664.74823930705,0.0215598902288505,0.108407359672382,0.0516033649413155,0.153755253826755,0.0969512590956878
"金融・保険業-2002","金融・保険業",23,"2002",7162.152879,4283.6,1529.783344,310501.61,13795.7416710335,4926.81292055136,-0.0164875577952088,0.0843239667716649,0.0665877771168448,0.0723946373915165,0.0546584477366991
"金融・保険業-2003","金融・保険業",23,"2003",7531.983343,4664.7,1599.122319,298696.89,15616.8348455185,5353.66243351245,0.0503477820933149,0.0852297460051599,0.0443288079631792,0.123989519166974,0.0830885811249917
"金融・保険業-2004","金融・保険業",23,"2004",7395.390533,4945.8,1668.967416,303240.24,16309.8406728606,5503.77949839375,-0.0183014941140662,0.0585152080153559,0.0427501933096179,0.0434191587587129,0.0276541440529741
"金融・保険業-2005","金融・保険業",23,"2005",7504.172849,4872.4,1743.558202,306265.6,15909.0671626196,5692.96127936014,0.0146023405062561,-0.0149521027214323,0.0437228474320062,-0.0248794394184397,0.0337955107350005
"金融・保険業-2006","金融・保険業",23,"2006",7568.591568,4785.7,1783.120053,303051.1,15791.7262138299,5883.8923633671,0.00854775002668262,-0.0179543241470412,0.0224366997855601,-0.00740306296470195,0.0329879609678994
"金融・保険業-2007","金融・保険業",23,"2007",7951.143,4666.1,1801.675605,299650,15571.8338061071,6012.6000500584,0.0493086962029921,-0.0253086996939516,0.0103524549188601,-0.0140223884433723,0.0216387661694366
"金融・保険業-2008","金融・保険業",23,"2008",6500.473816,4653,1821.261917,313877.12,14824.2726325512,5802.46791164644,-0.201440622902588,-0.00281143214016311,0.0108124982561959,-0.0491978769720713,-0.0355739465757097
"金融・保険業-2009","金融・保険業",23,"2009",6636.387457,5005.7,1780.247743,308244.51,16239.3808733203,5775.44022762968,0.0206926887404109,0.0730650902650147,-0.0227770857342104,0.0911733303342448,-0.00466884566498216
"金融・保険業-2010","金融・保険業",23,"2010",6817.063586,5114.6,1762.721632,300515.02,17019.4488115769,5865.66898386643,0.0268610621460539,0.0215219318496533,-0.00989353962875761,0.0469175274293256,0.0155020559509147
"金融・保険業-2011","金融・保険業",23,"2011",6787.789022,4947.9,1746.456108,297068.75,16655.7404641182,5878.96272495845,-0.00430355403697646,-0.0331359508370994,-0.00927034290778739,-0.0216018082463769,0.002263799682936
"金融・保険業-2012","金融・保険業",23,"2012",6785.293437,4879.5,1797.395043,303298.6,16088.1059127869,5926.15674124444,-0.000367725612166581,-0.0139204885407018,0.0287497648225683,-0.0346746938362497,0.00799555952701958
"金融・保険業-2013","金融・保険業",23,"2013",7501.952327,4863.5,1875.545196,297798.48,16331.513847888,6298.03481871365,0.100405756682644,-0.00328441227201992,0.0425609699907712,0.0150163703798309,0.0608617526426229
"金融・保険業-2014","金融・保険業",23,"2014",8013.180357,4860.8,1904.74829,277898.4,17491.284584582,6854.11751201158,0.0659244336579583,-0.000555309908040869,0.0154504802583464,0.068606126966964,0.0846119171333513
"金融・保険業-2015","金融・保険業",23,"2015",8266.097154,4927.2,2015.901038,278272.8,17706.3658395646,7244.33375450278,0.0310747388762778,0.0135678419713798,0.0567163920956331,0.0122214937370408,0.055370043861295
"金融・保険業-2016","金融・保険業",23,"2016",7678.025664,4942.5,2065.822126,294226.68,16798.2726787387,7021.19238812741,-0.0738000303581892,0.00310040067193817,0.0244620104430195,-0.0526481624918596,-0.0312865527207791
"金融・保険業-2017","金融・保険業",23,"2017",7606.800557,4933.9,2077.931357,302898.7,16288.9441255443,6860.15277384815,-0.00931978179020021,-0.00174152569227459,0.00584458777280172,-0.0307894612074566,-0.0232033477423812
"金融・保険業-2018","金融・保険業",23,"2018",7858.20659,4908.7,2066.371147,294481.95,16668.9333590734,7016.97046966716,0.0325157538754262,-0.00512060940469361,-0.00557885915511225,0.0230601058830615,0.0226018561326438
"金融・保険業-2019","金融・保険業",23,"2019",7798.109539,4951.8,2078.485129,293472.41,16873.1363878465,7082.3868213029,-0.00767707367026915,0.00874200587889007,0.00584532523479542,0.0121760853272228,0.00927940468312904
"建設業-1994","建設業",18,"1994",3006.738782,199.6,646.1572554,1434983.32,139.095693460743,450.289035694157,NA,NA,NA,NA,NA
"建設業-1995","建設業",18,"1995",2917.338992,203.4,660.4521802,1448443.26,140.426626031592,455.973801969985,-0.0301841335823401,0.0188591197370958,0.0218818183767837,0.00952297928448509,0.012545677924173
"建設業-1996","建設業",18,"1996",2975.29674,208.5,687.5724341,1458664.59,142.938960354141,471.371169776597,0.0196718818806856,0.0247645576243967,0.0402424607347793,0.0177325707516882,0.0332104738620709
"建設業-1997","建設業",18,"1997",2802.746446,218.5,721.1455838,1442802.65,151.441363099797,499.822746929388,-0.0597439685508077,0.0468469732967884,0.0476738534989769,0.0577808193207927,0.0586076995229803
"建設業-1998","建設業",18,"1998",2914.448338,235.7,761.7066412,1354307.76,174.037251326094,562.432457154347,0.0390807424824269,0.075773795406441,0.0547204600781672,0.139070856598268,0.118017521269995
"建設業-1999","建設業",18,"1999",2937.977316,255.2,799.3456354,1319962.54,193.338820054696,605.582060987882,0.00804080433043719,0.0794877415285491,0.0482319409506502,0.105174829680971,0.073919029103072
"建設業-2000","建設業",18,"2000",2855.977212,276.9,834.100353,1304611.25,212.247134922376,639.347815680725,-0.0283072913693996,0.0816088787062812,0.0425602852485305,0.093307132438496,0.0542585389807453
"建設業-2001","建設業",18,"2001",2864.092445,297.9,888.0467682,1257340.7,236.928622448951,706.289686001575,0.00283746140568031,0.0731014295423202,0.0626706860390867,0.11000759817112,0.0995768546678857
"建設業-2002","建設業",18,"2002",2760.373084,326.6,946.3840971,1244980.26,262.333476676972,760.159921812736,-0.0368856809035778,0.0919783208171285,0.0636241004543567,0.101857581494543,0.073503361131773
"建設業-2003","建設業",18,"2003",2649.965659,356.7,996.5612239,1238646.24,287.975685454791,804.556774741431,-0.040819164909772,0.0881589118284811,0.0516620677502653,0.0932595449006373,0.0567627008224205
"建設業-2004","建設業",18,"2004",2588.301438,384.7,1038.667602,1226282.98,313.712255877514,847.004825917098,-0.0235448359198243,0.0755687173934039,0.0413834421337711,0.0856001321496649,0.0514148568900321
"建設業-2005","建設業",18,"2005",2510.867088,416.1,1082.774271,1222227.18,340.444073580494,885.902628184066,-0.0303736982515517,0.0784618062306457,0.0415877770780888,0.0817746809539539,0.044900651801397
"建設業-2006","建設業",18,"2006",2535.36056,437.9,1121.644085,1201856.67,364.352930703459,933.259441826786,0.00970771279578297,0.0510649578184577,0.0352690250506855,0.0678721235614574,0.0520761907936862
"建設業-2007","建設業",18,"2007",2405.510078,453.6,1151.864672,1176378.36,385.590227960331,979.161731604787,-0.0525738879564726,0.035225178606189,0.0265865411688351,0.0566522322559448,0.04801359481859
"建設業-2008","建設業",18,"2008",2319.724368,467.3,1180.119052,1132660.43,412.568487097232,1041.90013241656,-0.0363135999906055,0.0297556972928383,0.0242332417627145,0.0676270013312781,0.0621045458011533
"建設業-2009","建設業",18,"2009",2429.785748,460.5,1177.013422,1062134.8,433.560787199516,1108.15823189298,0.0463547121944003,-0.0146585940110189,-0.00263509313227583,0.0496297892904201,0.061653290169164
"建設業-2010","建設業",18,"2010",2382.04182,462.8,1177.157474,1028227.12,450.095111282418,1144.84188473846,-0.0198450564639145,0.00498213962416028,0.000122380240469511,0.0374269082262622,0.0325671488425723
"建設業-2011","建設業",18,"2011",2432.256813,462.6,1177.846317,1014629.7,455.929882596577,1160.86323611461,0.0208615285255052,-0.000432245522183017,0.000585003745877444,0.0128801126188725,0.0138973618869311
"建設業-2012","建設業",18,"2012",2409.902989,471.9,1200.676719,1018493.28,463.33148118562,1178.87544530485,-0.00923306281416192,0.019904348935003,0.0191977145759168,0.0161037085519595,0.0153970741928742
"建設業-2013","建設業",18,"2013",2667.90069,483.1,1232.258822,992353.28,486.822596081911,1241.75416843485,0.101705411556519,0.0234565728280192,0.0259635954954582,0.0494570376167296,0.0519640602841696
"建設業-2014","建設業",18,"2014",2688.601767,487.4,1249.019798,1003268.7,485.812026229862,1244.95042853425,0.00772936453525297,0.00886146963074452,0.0135101562594429,-0.00207800584620887,0.00257068078248768
"建設業-2015","建設業",18,"2015",2833.205657,514.4,1273.581246,984563.19,522.465195961673,1293.54952423115,0.0523875423203632,0.053916031732304,0.0194737287124438,0.0727365992426625,0.0382942962228032
"建設業-2016","建設業",18,"2016",3011.482925,529.4,1278.701667,969047.5,546.30964942379,1319.54487989495,0.0610238119761037,0.0287431168695917,0.00401242969080062,0.0446275674572378,0.0198968802784467
"建設業-2017","建設業",18,"2017",3048.520581,536.1,1273.579592,977838.24,548.250189111033,1302.44404432373,0.012223793978416,0.0125764210404906,-0.00401372839167191,0.00354579375575259,-0.0130443556764099
"建設業-2018","建設業",18,"2018",3015.070666,535.1,1265.429695,977118.06,547.630856398253,1295.06325469002,-0.0110331494849536,-0.00186706551623317,-0.00641976776700659,-0.00113029198060133,-0.00568299423137475
"建設業-2019","建設業",18,"2019",3007.647329,540.5,1274.961949,962050.96,561.820550545472,1325.25406866181,-0.00246511318156628,0.0100409917620041,0.00750458990023795,0.0255810535726368,0.0230446517108707
"公務-1994","公務",26,"1994",5927.141663,451.4,1152.170122,377932.59,1194.39289424603,3048.61277509833,NA,NA,NA,NA,NA
"公務-1995","公務",26,"1995",5987.779838,515.3,1187.010648,382417.2,1347.4812325387,3103.96772948497,0.0101786148611751,0.132395390950743,0.0297908593832057,0.120599078088502,0.0179945465209652
"公務-1996","公務",26,"1996",6159.585115,621.3,1258.377009,379189.5,1638.49473680047,3318.59666209112,0.0282887251357948,0.187064801735469,0.0583847164684066,0.195540880856608,0.0668607955895446
"公務-1997","公務",26,"1997",6401.723633,730.2,1332.982554,373499.41,1955.02316857743,3568.9013645296,0.0385578479462083,0.161504412151888,0.0575961507693803,0.176624067356283,0.0727158059737754
"公務-1998","公務",26,"1998",6518.927485,846.6,1436.093978,371668.5,2277.83629766849,3863.91092599992,0.0181425944795528,0.147909858865287,0.0745079594353584,0.1528239558356,0.0794220564056722
"公務-1999","公務",26,"1999",6650.969783,910,1512.618823,368952.21,2466.44409583561,4099.76897278919,0.0200528098234418,0.0722162714240726,0.0519155557239479,0.0795514759154656,0.05925076021534
"公務-2000","公務",26,"2000",6450.360097,1021.4,1584.345173,391894.4,2606.31435407089,4042.78594692856,-0.0306267178238322,0.115484914702648,0.0463287134019943,0.0551596224166628,-0.0139965788839902
"公務-2001","公務",26,"2001",6609.616268,1156.7,1713.038922,386961.95,2989.1827865763,4426.89241668335,0.0243896406842428,0.124396888087812,0.0780977587247245,0.137062936049198,0.0907638066861089
"公務-2002","公務",26,"2002",6794.406516,1194.4,1844.63084,378983.8,3151.58589892233,4867.30789020533,0.0275741035824897,0.0320728439236246,0.0740102301265964,0.0529057516006528,0.0948431378036254
"公務-2003","公務",26,"2003",6878.288741,1272,1966.16463,379229.5,3354.16944093221,5184.62996681429,0.0122701889928436,0.0629464976750871,0.0638055860229354,0.0622983950670211,0.0631574834148694
"公務-2004","公務",26,"2004",7022.568005,1325.5,2066.805083,370945.5,3573.30119923277,5571.72167609528,0.0207590723215123,0.0411992818290123,0.0499192200107892,0.0632856929956347,0.0720056311774115
"公務-2005","公務",26,"2005",7070.397624,1291.3,2107.247452,365821.01,3529.86833643043,5760.32374958453,0.00678775552276534,-0.0261402838764742,0.0193785939505382,-0.0122293023941218,0.0332895754328888
"公務-2006","公務",26,"2006",7093.489721,1250.5,2126.460434,366985.8,3407.48879111944,5794.39431716432,0.00326070335035489,-0.032105991534932,0.00907625864222972,-0.0352849766782111,0.00589727349895064
"公務-2007","公務",26,"2007",7238.892962,1189,2126.962256,363391.2,3271.95595270331,5853.09235886835,0.0202908662094785,-0.0504308536268923,0.000235961501549475,-0.0405876383476063,0.0100791767808346
"公務-2008","公務",26,"2008",7450.62552,1109.9,2146.967791,353289.8,3141.61348558605,6077.07267801108,0.0288297023776938,-0.0688426965328475,0.00936172604140317,-0.0406514399043747,0.0375529826698777
"公務-2009","公務",26,"2009",7485.835073,1033.2,2188.008215,352993.35,2926.96732105577,6198.44032472566,0.00471458656468116,-0.0716091389362488,0.0189351222020209,-0.0707696738650254,0.0197745872732433
"公務-2010","公務",26,"2010",7454.686581,1043.4,2200.912613,350709.58,2975.11120169572,6275.59878176125,-0.0041696719633677,0.00982382936660731,0.00588045931638259,0.0163145740275263,0.0123712039773025
"公務-2011","公務",26,"2011",7575.192511,1021.7,2161.062752,348042.64,2935.55984979312,6209.18963262662,0.0160358591816596,-0.0210167049909149,-0.0182719829281668,-0.0133832324269711,-0.0106385103642221
"公務-2012","公務",26,"2012",7613.497302,915,2177.597639,345596.76,2647.59426564069,6300.97816599901,0.00504386786215782,-0.110299120321857,0.0076221531820293,-0.103246781203738,0.0146744923001467
"公務-2013","公務",26,"2013",7671.745051,773.3,2218.908173,340049.1,2274.08336031473,6525.2581847739,0.00762147300080684,-0.168256993660531,0.0187929922467527,-0.152074350723114,0.0349756351841712
"公務-2014","公務",26,"2014",7619.765002,827.2,2235.832224,343072.26,2411.15384846329,6517.08833585088,-0.00679857633840975,0.067379432139175,0.00759825754832733,0.0585283555557625,-0.00125281903508601
"公務-2015","公務",26,"2015",7676.945371,966.3,2303.943827,343798.2,2810.66043975797,6701.442378116,0.00747620029928342,0.155427841251098,0.0300088434056756,0.1533140794501,0.0278950816046777
"公務-2016","公務",26,"2016",7888.277552,1125.8,2329.889919,337286.56,3337.81458709769,6907.74609874761,0.0271560734041341,0.152774828024664,0.0111986595030773,0.171896789918443,0.0303206213968554
"公務-2017","公務",26,"2017",7811.870528,1284.4,2331.470381,342549.2,3749.53437345643,6806.23507805594,-0.00973336389348667,0.131797789185432,0.000678111949665272,0.116315387603906,-0.0148042896318596
"公務-2018","公務",26,"2018",7875.38283,1169,2317.932249,341551.65,3422.61558390949,6786.47650801863,0.00809735746305229,-0.0941430007432906,-0.00582361707038448,-0.0912266158066597,-0.00290723213375266
"公務-2019","公務",26,"2019",8118.455813,1245,2334.352828,333749.43,3730.34344957533,6994.32753488148,0.0303981684125763,0.0629868474267399,0.00705917497199327,0.0860952576629721,0.0301675852082237
"鉱業-1994","鉱業",2,"1994",5337.690188,6.4,789.7276348,19622.72,326.15254154368,40245.574252703,NA,NA,NA,NA,NA
"鉱業-1995","鉱業",2,"1995",5447.006517,6.5,807.5326805,18353.2,354.161672078983,43999.5575975852,0.0202731845071256,0.0155041865359651,0.0222954055456741,0.082388318893333,0.0891795379030409
"鉱業-1996","鉱業",2,"1996",5876.7642,6.8,850.6723512,18156.25,374.526678141136,46852.8661590361,0.0759401094748711,0.0451204352804697,0.0520435127340804,0.0559095274462136,0.0628326048998247
"鉱業-1997","鉱業",2,"1997",6002.460745,7.3,895.9806815,17068,427.700960862433,52494.7669029763,0.0211632050026935,0.0709517359722844,0.0518918136972149,0.132761224698716,0.113701302423646
"鉱業-1998","鉱業",2,"1998",5794.631647,7.6,959.0787884,16829.37,451.591473715297,56988.3951924522,-0.0352375984797764,0.0402738991379397,0.0680543764221824,0.054353690116697,0.0821341674009393
"鉱業-1999","鉱業",2,"1999",6164.08976,7.9,1008.344305,15619.5,505.778033867922,64556.7594993438,0.0618085684875744,0.0387145121806909,0.0500917343905884,0.113319952871763,0.124697175081662
"鉱業-2000","鉱業",2,"2000",7258.385797,8.3,1051.496944,14759.48,562.35043511018,71242.140238003,0.163416982779445,0.0493927553295763,0.0419051260848624,0.106027300786081,0.0985396715413653
"鉱業-2001","鉱業",2,"2001",8367.565637,8.7,1134.350129,13437.6,647.437042328987,84416.125573019,0.142205536247001,0.0470675108579854,0.0758451035501446,0.140896351336749,0.16967394402891
"鉱業-2002","鉱業",2,"2002",8133.161993,9,1217.444604,12746.58,706.071746303714,95511.4708415904,-0.0284132213763169,0.0339015516756818,0.0706941617625594,0.0866952990675411,0.123487909154418
"鉱業-2003","鉱業",2,"2003",8461.627097,9,1295.674392,11976.42,751.476651620434,108185.450410056,0.0395917064012963,0,0.0622772504783002,0.0623232836861316,0.124600534164431
"鉱業-2004","鉱業",2,"2004",7718.103041,9,1358.329666,10956.06,821.463190234446,123979.757869161,-0.0919728696111761,0,0.0472244325206708,0.0890469888055696,0.13627142132624
"鉱業-2005","鉱業",2,"2005",8240.129401,9.2,1387.924621,10423.38,882.631161868799,133154.947915168,0.0654474340380879,0.021978906718775,0.0215537948292415,0.0718202746296184,0.0713951627400853
"鉱業-2006","鉱業",2,"2006",8541.707807,9.6,1410.352952,9722.88,987.361769352291,145055.061051869,0.0359449174052031,0.0425596144187961,0.0160304406594749,0.112129103463483,0.085599929704161
"鉱業-2007","鉱業",2,"2007",7724.4572,10,1422.56046,9867.36,1013.44229864928,144168.294254998,-0.100569410265217,0.0408219945202553,0.00861839511885432,0.0260715249384846,-0.00613207446291497
"鉱業-2008","鉱業",2,"2008",6853.548537,10.3,1444.442399,9707.38,1061.04839822898,148798.378038152,-0.11962500220384,0.0295588022415441,0.0152649752960503,0.0459047217337014,0.0316108947882068
"鉱業-2009","鉱業",2,"2009",4355.114708,10.2,1476.690416,8619.75,1183.32898285913,171314.761565011,-0.45341560340146,-0.00975617494536474,0.0220800142821886,0.109074164090973,0.140910353318526
"鉱業-2010","鉱業",2,"2010",4731.341164,10.1,1484.775431,8310.54,1215.32415462774,178661.727276447,0.0828577571612197,-0.00985229644301144,0.00546015757361751,0.0266791967862492,0.0419916508028777
"鉱業-2011","鉱業",2,"2011",4894.191541,10.4,1465.953063,8177.04,1271.85387377339,179276.738648704,0.0338403956797659,0.0292703823001133,-0.0127579500045014,0.0454647440682203,0.00343641176360698
"鉱業-2012","鉱業",2,"2012",4745.923071,10.6,1477.352061,7821.45,1355.24742854586,188884.677521431,-0.0307631535252231,0.0190481949706944,0.00774575146750323,0.0635084625445961,0.0522060190414049
"鉱業-2013","鉱業",2,"2013",5748.148792,11,1501.830714,7364.11,1493.73108223533,203939.201614316,0.191591905101715,0.0370412716803492,0.0164335025665689,0.0972930302507038,0.0766852611369231
"鉱業-2014","鉱業",2,"2014",6098.48458,11.3,1513.415676,7064.05,1599.64892660726,214241.925807433,0.0591624570522562,0.0269074529199242,0.00768429342587318,0.0685071122938368,0.0492839527997866
"鉱業-2015","鉱業",2,"2015",5645.228044,10.1,1541.765303,7248.6,1393.37251331292,212698.355958392,-0.0772297165017513,-0.112267301871081,0.0185589272153077,-0.138057107223213,-0.00723087813682532
"鉱業-2016","鉱業",2,"2016",5128.58974,9.3,1547.607193,7333.4,1268.17028936101,211035.425996127,-0.0959798773995129,-0.0825210236880034,0.00378193110128944,-0.0941519324745421,-0.00784897768524928
"鉱業-2017","鉱業",2,"2017",5683.02796,8.7,1543.523704,7138.8,1218.69221717936,216216.129321455,0.102653465333452,-0.0666913744986726,-0.00264206952825763,-0.0397968139404208,0.0242524910299942
"鉱業-2018","鉱業",2,"2018",5661.775983,8.2,1539.985977,7041.96,1164.44853421491,218687.123613312,-0.00374656132724382,-0.0591888713903304,-0.00229461160705746,-0.0455307169028485,0.0113635428804244
"鉱業-2019","鉱業",2,"2019",5822.21611,8,1558.186481,6543.9,1222.51256895735,238112.81972524,0.0279433432687739,-0.0246926125903717,0.0117493223006075,0.0486606099117761,0.0851025448027549
"宿泊・飲食サービス業-1994","宿泊・飲食サービス業",21,"1994",2835.723759,235.6,737.2951581,634832.64,371.121434461845,1161.40083487201,NA,NA,NA,NA,NA
"宿泊・飲食サービス業-1995","宿泊・飲食サービス業",21,"1995",2796.622329,234.6,752.2981016,648139,361.959394512597,1160.70488213177,-0.0138848208467319,-0.00425351555805609,0.0201443591966006,-0.0249972899802291,-0.000599415225571498
"宿泊・飲食サービス業-1996","宿泊・飲食サービス業",21,"1996",2869.660602,249.2,781.0236711,650484.59,383.099006234721,1200.67974415812,0.0257813877048818,0.0603738506939226,0.037472800985566,0.0567614220135564,0.0338603723051989
"宿泊・飲食サービス業-1997","宿泊・飲食サービス業",21,"1997",2884.661587,276.9,817.4644115,652648.48,424.271270807219,1252.53400038563,0.00521382657748148,0.105400643263618,0.045601910403299,0.102079582600373,0.0422808497400551
"宿泊・飲食サービス業-1998","宿泊・飲食サービス業",21,"1998",2868.356146,313.9,860.0600688,652516.6,481.060558459356,1318.06618988697,-0.00566849796648583,0.125418033670992,0.0507948657597233,0.12562012305029,0.0509969551390199
"宿泊・飲食サービス業-1999","宿泊・飲食サービス業",21,"1999",2857.751594,360.2,899.0731695,640013.64,562.80050531423,1404.77188814288,-0.00370393454167406,0.137584968893948,0.0443621867870903,0.156932059753607,0.0637092776467503
"宿泊・飲食サービス業-2000","宿泊・飲食サービス業",21,"2000",2646.838474,411.1,935.6325529,663757.92,619.352308444018,1409.59907928481,-0.076669260611423,0.132177061161977,0.039858406675835,0.0957490451002361,0.00343039061409289
"宿泊・飲食サービス業-2001","宿泊・飲食サービス業",21,"2001",2634.786747,463.9,994.4663706,663317.44,699.363490276993,1499.23145485214,-0.00456365130519387,0.120832517853865,0.0609834546245382,0.121496353577823,0.0616472903484961
"宿泊・飲食サービス業-2002","宿泊・飲食サービス業",21,"2002",2831.946438,505,1059.311649,606582.8,832.532673198119,1746.35952255817,0.0721620147285744,0.0848894175176627,0.0631683060890618,0.174301846393838,0.152580734965237
"宿泊・飲食サービス業-2003","宿泊・飲食サービス業",21,"2003",2921.700236,530.7,1119.731526,566074.5,937.509108783385,1978.06388735052,0.0312014569109902,0.049638460558489,0.0554696381990709,0.118754005663696,0.124585183304278
"宿泊・飲食サービス業-2004","宿泊・飲食サービス業",21,"2004",2966.408505,551,1170.544863,537033.25,1026.00723511999,2179.65063243291,0.0151862440689241,0.0375379193190657,0.0443803876356021,0.0902036036467404,0.0970460719632769
"宿泊・飲食サービス業-2005","宿泊・飲食サービス業",21,"2005",2733.844453,580.5,1232.199021,557208,1041.80126631348,2211.38070702502,-0.0816431203762269,0.0521549919850317,0.0513310598048839,0.0152764033359896,0.0144524711558418
"宿泊・飲食サービス業-2006","宿泊・飲食サービス業",21,"2006",2837.218837,604.6,1292.785865,536610,1126.70281955238,2409.17214550605,0.037115446495303,0.0406772812074108,0.0479990800083554,0.0783443068385248,0.0856661056394685
"宿泊・飲食サービス業-2007","宿泊・飲食サービス業",21,"2007",2851.190173,621.2,1345.998819,539914.88,1150.55173141366,2492.98337360141,0.00491222205343078,0.0270860089291745,0.0403368787150935,0.0209460850986041,0.034196954884524
"宿泊・飲食サービス業-2008","宿泊・飲食サービス業",21,"2008",2797.682844,628.8,1393.85314,519326.2,1210.79968620878,2683.96460644581,-0.0189449928158378,0.0121601498404651,0.0349356014744266,0.0510394452344567,0.0738148968684191
"宿泊・飲食サービス業-2009","宿泊・飲食サービス業",21,"2009",2610.377809,610.6,1393.56275,510876.24,1195.20140533449,2727.78931742842,-0.0692965535887833,-0.0293711608142191,-0.000208357857248487,-0.0129663277940937,0.016196475162876
"宿泊・飲食サービス業-2010","宿泊・飲食サービス業",21,"2010",2514.522109,589.3,1408.467638,520146.55,1132.94993497506,2707.82847257182,-0.0374121960706937,-0.03550668845691,0.0106387344297332,-0.0534899181599959,-0.00734449527335279
"宿泊・飲食サービス業-2011","宿泊・飲食サービス業",21,"2011",2522.434783,576.7,1426.650613,511549.4,1127.35935180454,2788.88141203958,0.00314184960428943,-0.0216131912225004,0.0128271364376911,-0.00494675184808457,0.0294935758121069
"宿泊・飲食サービス業-2012","宿泊・飲食サービス業",21,"2012",2486.305177,573.1,1460.98291,498398.19,1149.88379070959,2931.35677318571,-0.0144268749978993,-0.00626197906367576,0.0237799669404666,0.0197828445092503,0.0498247905133926
"宿泊・飲食サービス業-2013","宿泊・飲食サービス業",21,"2013",2687.578601,573.8,1499.616745,495922.24,1157.03623213188,3023.89492554317,0.0778428961092992,0.00122068198957237,0.0261001368956348,0.00620087759401322,0.0310803325000757
"宿泊・飲食サービス業-2014","宿泊・飲食サービス業",21,"2014",2741.523098,575.4,1523.111913,492445.24,1168.45479103423,3092.95692044866,0.0198730012312618,0.00278454757018309,0.0155459810285983,0.00982042119814253,0.0225818546565577
"宿泊・飲食サービス業-2015","宿泊・飲食サービス業",21,"2015",2629.099191,550.9,1515.7911,483918.6,1138.41460113333,3132.32659377011,-0.0418723665501162,-0.0435121466387764,-0.00481807226534059,-0.0260455907800177,0.0126484835934182
"宿泊・飲食サービス業-2016","宿泊・飲食サービス業",21,"2016",2718.042575,531.6,1500.868789,486798.85,1092.0321607169,3083.13955343157,0.0332707051065491,-0.0356619776395801,-0.00989334778405393,-0.0415962656293845,-0.0158276357738583
"宿泊・飲食サービス業-2017","宿泊・飲食サービス業",21,"2017",2846.331504,518.2,1482.58898,478668.77,1082.58577220319,3097.31712808421,0.0461189938614295,-0.0255300587110812,-0.0122542627828084,-0.00868791504779765,0.00458788088047513
"宿泊・飲食サービス業-2018","宿泊・飲食サービス業",21,"2018",2685.350566,506.7,1462.826325,500109.75,1013.17760751515,2925.01061017107,-0.0582196895026845,-0.0224421556461456,-0.0134194668850816,-0.0662608749009141,-0.0572381861398501
"宿泊・飲食サービス業-2019","宿泊・飲食サービス業",21,"2019",2555.399648,504.7,1466.147428,491488.68,1026.88021217498,2983.07466206546,-0.049602654628699,-0.00395491913564694,0.00226775977073501,0.0134337474140667,0.0196564263204486
"情報・通信機器-1994","情報・通信機器",14,"1994",859.5616567,277.6,557.6706479,90511.25,3067.02205526937,6161.34069411261,NA,NA,NA,NA,NA
"情報・通信機器-1995","情報・通信機器",14,"1995",1044.804956,250.1,577.9484452,85815.06,2914.40686518194,6734.81374015237,0.19516294420854,-0.104320390749076,0.0357161181538608,-0.0510407539435249,0.0889957549594111
"情報・通信機器-1996","情報・通信機器",14,"1996",1399.319725,226.6,602.5336,80217.55,2824.81825984463,7511.24411054688,0.292155984793703,-0.0986744892896674,0.0416587619061639,-0.0312222925861487,0.109110958609682
"情報・通信機器-1997","情報・通信機器",14,"1997",1552.260316,206.5,630.3952345,79104,2610.48745954693,7969.19541995348,0.103725929263411,-0.0928859361928183,0.0452035475843475,-0.0789070597246857,0.0591824240524819
"情報・通信機器-1998","情報・通信機器",14,"1998",1645.122797,201.7,669.6753566,76024.72,2653.08441780516,8808.65271979956,0.058102892986013,-0.0235189674409213,0.0604460735392998,0.0161859243966171,0.100150965376837
"情報・通信機器-1999","情報・通信機器",14,"1999",1745.938851,198,705.7973153,74687.61,2651.04212064089,9449.99197725031,0.0594774044038608,-0.0185144142656313,0.0525350548968078,-0.000770078636090687,0.0702793905263466
